symbol,strategy,strike,short_strike,type,vol_mode,iv_context,iv,iv_rank,iv_percentile,hv,hv10,hv20,hv60,delta,vega,theta,score,entry,stop_loss,target,risk_reward,reason,mid_price,bid,ask,spot,moneyness,oi,volume,expected_move,expected_move_ratio,quality_score,atm_iv,atm_reference_iv,skew_discount,trend,dte,component_scores,security_id
JUBLFOOD,Volatility Expansion Play,450.0,,CALL,skew,below_chain_mean,26.871466650732966,,,38.0086667534083,48.57060015539281,36.37365009673139,29.626755560326345,0.5102,0.47081,-0.30696,91.32,12.5,8.12,22.5,2.29,"['IV is 11.14 points below weighted HV', 'Strike IV is 0.57 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 17.8', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",12.5,12.35,12.65,446.55,0.7725898555592853,518750,1013750,45.84822613532687,0.07524827655963995,3,39.230954223078804,64.07550503081794,0.5676632842082145,bearish,25,"{'skew': 54.54, 'iv_vs_hv': 100.0, 'delta': 70.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 100.0}",18096
RVNL,Volatility Expansion Play,270.0,,CALL,skew,below_chain_mean,35.69111547313118,,,52.9531216154419,64.24815866216974,53.819465039947026,40.502960002707226,0.40057,0.26633,-0.21309,91.31,6.65,4.32,11.97,2.29,"['IV is 17.26 points below weighted HV', 'Strike IV is 0.57 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 18.5', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",6.65,6.61,6.69,260.66,3.5832118468502934,922625,1372500,35.156202846474265,0.26567146744451847,3,51.53520389017694,85.99339842870437,0.5666071159905476,bearish,25,"{'skew': 54.53, 'iv_vs_hv': 100.0, 'delta': 70.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 100.0}",9552
DALBHARAT,Volatility Expansion Play,1800.0,,CALL,skew,below_chain_mean,34.730161582435294,,,44.94588905700354,56.136046654717035,44.57579939798976,34.24918433797507,0.53486,1.88517,-1.52728,91.31,66.05,42.93,118.89,2.29,"['IV is 10.22 points below weighted HV', 'Strike IV is 0.71 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 17.0', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",66.05000000000001,61.95,70.15,1794.3,0.31767262999498663,40300,25675,184.49719589846484,0.030894778493744435,3,39.28901497429125,92.8756775239084,0.707268251814559,bearish,25,"{'skew': 55.66, 'iv_vs_hv': 95.46, 'delta': 70.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 100.0}",8075
AMBUJACEM,Volatility Expansion Play,430.0,,CALL,skew,below_chain_mean,32.94421421894146,,,47.74764036270352,57.973657957504734,48.097135904319806,37.05562871241392,0.42511,0.43353,-0.32571,91.12,11.18,7.26,20.12,2.29,"['IV is 14.80 points below weighted HV', 'Strike IV is 0.51 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 4.0', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",11.175,10.9,11.45,418.45,2.7601864021985927,807450,1325100,40.69434493965952,0.28382321959294443,3,37.15924810265441,88.37709640820567,0.5055674546633477,bearish,25,"{'skew': 54.04, 'iv_vs_hv': 100.0, 'delta': 70.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 100.0}",1270
SBICARD,Volatility Expansion Play,640.0,,CALL,skew,below_chain_mean,27.75885315471511,,,42.15292849429431,56.46530338002841,39.97349091630275,30.746470379215634,0.53727,0.67015,-0.45308,91.11,20.42,13.28,36.76,2.29,"['IV is 14.39 points below weighted HV', 'Strike IV is 0.50 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 12.1', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",20.424999999999997,19.9,20.95,638.2,0.28204324663114294,318400,212000,69.42934476953363,0.025925637149175784,3,41.56834125189669,62.90066173434219,0.5017796591804864,bearish,25,"{'skew': 54.01, 'iv_vs_hv': 100.0, 'delta': 70.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 100.0}",17971
SBICARD,Volatility Expansion Play,650.0,,CALL,skew,below_chain_mean,29.144220794394855,,,42.15292849429431,56.46530338002841,39.97349091630275,30.746470379215634,0.45678,0.66914,-0.45764,91.04,16.23,10.55,29.21,2.29,"['IV is 13.01 points below weighted HV', 'Strike IV is 0.48 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 15.2', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",16.225,16.05,16.4,638.2,1.8489501723597546,372800,620800,69.42934476953363,0.16995695464460045,3,41.56834125189669,62.90066173434219,0.48199839776637743,bearish,25,"{'skew': 53.86, 'iv_vs_hv': 100.0, 'delta': 70.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 100.0}",17971
ULTRACEMCO,Volatility Expansion Play,10900.0,,CALL,skew,below_chain_mean,33.194865073446884,,,44.20198984974702,49.046836314561595,48.80036430232833,33.225977448157366,0.43132,11.03422,-8.35684,91.02,290.62,188.91,523.12,2.29,"['IV is 11.01 points below weighted HV', 'Strike IV is 0.48 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 11.7', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",290.625,284.5,296.75,10620.0,2.6365348399246704,11000,18300,1001.1158220668681,0.2796879180492043,3,36.01938027344234,62.524431910683674,0.4809460322794392,bearish,25,"{'skew': 53.85, 'iv_vs_hv': 99.8, 'delta': 70.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 100.0}",11532
CONCOR,Volatility Expansion Play,470.0,,CALL,skew,below_chain_mean,33.30862812764268,,,40.92788773106385,51.23321296365659,41.41490473250678,29.9732064965472,0.25946,0.37626,-0.27528,90.98,6.58,4.27,11.84,2.29,"['IV is 7.62 points below weighted HV', 'Delta 0.26 sits in the preferred directional range', 'Strike IV is 0.57 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 18.5', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",6.575,5.9,7.25,439.25,7.000569151963575,248750,128750,41.6266396524371,0.7387096401907064,4,36.21062419606923,74.46723255471447,0.574258590634133,bearish,25,"{'skew': 54.59, 'iv_vs_hv': 87.23, 'delta': 100.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 76.13}",4749
FORTIS,Volatility Expansion Play,820.0,,CALL,skew,below_chain_mean,33.43448447804057,,,32.58498773830396,35.41553522373513,32.64633398423673,29.672645258295756,0.37588,0.79128,-0.59503,90.79,17.6,11.44,31.68,2.29,"['Delta 0.38 sits in the preferred directional range', 'Strike IV is 0.72 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 17.8', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",17.6,16.85,18.35,788.75,3.9619651347068143,176700,82925,74.24176959278103,0.42092207892413475,4,35.965439404137406,75.30282899316984,0.7211100933020365,bearish,25,"{'skew': 55.77, 'iv_vs_hv': 44.79, 'delta': 100.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 100.0}",14592
SWIGGY,Volatility Expansion Play,290.0,,CALL,skew,below_chain_mean,41.60595852090497,,,42.376695324618375,47.53073923676024,40.07765189527822,40.28804265159672,0.36214,0.27289,-0.24792,90.76,7.03,4.57,12.65,2.29,"['IV is 0.77 points below weighted HV', 'Delta 0.36 sits in the preferred directional range', 'Strike IV is 0.44 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 6.5', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",7.025,6.95,7.1,275.35,5.3205011803159525,217100,845000,33.583755149286716,0.43622280876208475,4,46.60372189776912,64.23196727035518,0.4378565136329122,bearish,25,"{'skew': 53.5, 'iv_vs_hv': 53.64, 'delta': 100.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 100.0}",27066
BAJAJFINSV,Volatility Expansion Play,1720.0,,CALL,skew,below_chain_mean,32.100626915420875,,,32.890991619641326,37.92375213564228,33.939530782659325,26.460178886283035,0.33308,1.57664,-1.1337,90.76,29.7,19.31,53.46,2.29,"['IV is 0.79 points below weighted HV', 'Delta 0.33 sits in the preferred directional range', 'Strike IV is 0.47 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 12.2', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",29.700000000000003,29.3,30.1,1640.7,4.833302858535988,68500,79500,154.13246805657147,0.5144925076453999,4,35.89561367156547,63.95564452092853,0.4692804475887507,bearish,25,"{'skew': 53.75, 'iv_vs_hv': 54.81, 'delta': 100.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 98.55}",16675
BAJFINANCE,Volatility Expansion Play,900.0,,CALL,skew,below_chain_mean,35.95029340417269,,,47.58563170944724,58.379610348596735,48.19632774555569,35.97739168881982,0.22039,0.64789,-0.50385,90.75,9.55,6.21,17.19,2.29,"['IV is 11.64 points below weighted HV', 'Delta 0.22 sits in the preferred directional range', 'Strike IV is 0.53 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 10.4', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",9.55,9.45,9.65,826.85,8.846828324363546,1583250,2749500,88.85868319842682,0.8232172407580203,4,41.0628955392427,77.64323138436718,0.5343910749067078,bearish,25,"{'skew': 54.28, 'iv_vs_hv': 98.9, 'delta': 100.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 67.68}",317
PIDILITIND,Volatility Expansion Play,1300.0,,CALL,skew,below_chain_mean,29.94288469943846,,,37.335803374828664,46.09852003256694,38.48148508602559,27.04551110216115,0.44776,1.3317,-0.92892,90.71,32.72,21.27,58.9,2.29,"['IV is 7.39 points below weighted HV', 'Strike IV is 0.70 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 16.9', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",32.724999999999994,32.05,33.4,1273.6,2.0728643216080473,94500,92000,92.06284453902946,0.28676063760780257,3,27.62026029036216,78.3053364729507,0.7027865726789662,bearish,25,"{'skew': 55.62, 'iv_vs_hv': 89.6, 'delta': 70.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 100.0}",2664
BANKBARODA,Volatility Expansion Play,265.0,,CALL,skew,below_chain_mean,38.93291602719224,,,41.89971197121854,49.17568353280214,41.708593594821444,34.87856491149772,0.32137,0.23636,-0.20094,90.66,5.13,3.34,9.24,2.29,"['IV is 2.97 points below weighted HV', 'Delta 0.32 sits in the preferred directional range', 'Strike IV is 0.58 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 13.8', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",5.135,5.07,5.2,249.56,6.186888924507131,1766700,1807650,27.076423660470347,0.5702377903970124,4,41.45651127551226,86.14341237284198,0.5757197528294944,bearish,25,"{'skew': 54.61, 'iv_vs_hv': 64.16, 'delta': 100.0, 'vega': 94.54, 'liquidity': 100.0, 'strike_relevance': 92.98}",4668
PGEL,Volatility Expansion Play,460.0,,CALL,skew,below_chain_mean,49.78237317865077,,,65.56137180848492,61.765854502746656,77.23097789978614,53.79741432582158,0.51064,0.47913,-0.52485,90.64,22.95,14.92,41.31,2.29,"['IV is 15.78 points below weighted HV', 'Strike IV is 0.41 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 14.3', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",22.950000000000003,22.85,23.05,454.45,1.2212564638574126,292600,2546000,76.53461089363662,0.0725162110997478,3,64.34994776309821,81.48947580907739,0.4142216326150735,bearish,25,"{'skew': 53.31, 'iv_vs_hv': 98.14, 'delta': 70.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 100.0}",25358
NATIONALUM,Call Debit Spread,417.5,420.0,CALL,skew,below_chain_mean,31.850490794375453,,,53.19429001137205,49.26042186379974,54.39465871706959,55.52766655134764,0.37066,0.4013,-0.28906,90.6,13.15,8.55,23.67,2.29,"['IV is 21.34 points below weighted HV', 'Delta 0.37 sits in the preferred directional range', 'Strike IV is 0.19 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Historical IV expansion observed after similar low IV levels', 'Liquidity is strong in both OI and volume']",13.149999999999999,12.45,13.85,401.8,3.907416625186657,30000,37500,47.25303366352093,0.33225380007972477,4,44.93618419897139,36.04913771234111,0.18769181915907038,bullish,25,"{'skew': 51.5, 'iv_vs_hv': 100.0, 'delta': 100.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 100.0}",6364
BAJAJHLDNG,Volatility Expansion Play,9500.0,,CALL,skew,below_chain_mean,37.899250533748635,,,35.995440819694316,44.74800118801228,36.1501309690848,27.036626918855717,0.33429,8.65371,-7.20016,90.54,195.1,126.82,351.18,2.29,"['Delta 0.33 sits in the preferred directional range', 'Strike IV is 0.99 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 10.0', 'Volume is above same-side chain average']",195.10000000000002,185.65,204.55,8992.5,5.643591882123992,4100,2800,942.4002288044743,0.538518544975114,4,40.043438623280466,133.51808634319687,0.9937205103692393,bearish,25,"{'skew': 57.95, 'iv_vs_hv': 39.42, 'delta': 100.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 96.15}",305
HINDZINC,Volatility Expansion Play,560.0,,CALL,skew,below_chain_mean,41.88000755281916,,,53.93388975574763,56.56155342231267,49.01340303362122,57.866875052017775,0.26599,0.44744,-0.40247,90.53,8.8,5.72,15.84,2.29,"['IV is 12.05 points below weighted HV', 'Delta 0.27 sits in the preferred directional range', 'Strike IV is 0.24 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 10.4', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",8.8,8.7,8.9,515.75,8.579738245273873,610050,1472450,59.18423992917261,0.7476652577266376,4,43.84734139418508,56.56023432821388,0.24099661375107675,bearish,25,"{'skew': 51.93, 'iv_vs_hv': 94.7, 'delta': 100.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 75.23}",1424
HDFCBANK,Volatility Expansion Play,800.0,,CALL,skew,below_chain_mean,30.95130661234936,,,37.52395555756636,47.98513602455821,38.60313381355557,25.623870749255552,0.25857,0.64208,-0.44019,90.39,9.15,5.95,16.47,2.29,"['IV is 6.57 points below weighted HV', 'Delta 0.26 sits in the preferred directional range', 'Strike IV is 0.46 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 9.4', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",9.149999999999999,9.1,9.2,750.9,6.538820082567589,9352200,9576600,66.39384223427358,0.7395264131084405,4,33.7848601635537,60.876509648469124,0.46215816732475645,bearish,25,"{'skew': 53.7, 'iv_vs_hv': 85.03, 'delta': 100.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 76.05}",1333
SAMMAANCAP,Volatility Expansion Play,150.0,,CALL,skew,below_chain_mean,32.95419120318619,,,47.14007972011167,59.12057388475258,46.030065745158055,36.63960418874225,0.45541,0.15401,-0.11666,90.31,4.12,2.67,7.41,2.29,"['IV is 14.19 points below weighted HV', 'Strike IV is 0.52 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Volume is above same-side chain average', 'Historical IV expansion observed after similar low IV levels', 'Liquidity is strong in both OI and volume']",4.115,4.03,4.2,146.95,2.075535896563465,6243600,5770600,13.032166324931227,0.23403630094600614,3,33.88624539557553,56.244702823684165,0.5154748760667557,neutral,25,"{'skew': 54.12, 'iv_vs_hv': 100.0, 'delta': 70.0, 'vega': 61.6, 'liquidity': 100.0, 'strike_relevance': 100.0}",30125
PGEL,Volatility Expansion Play,470.0,,CALL,skew,below_chain_mean,50.792297521710694,,,65.56137180848492,61.765854502746656,77.23097789978614,53.79741432582158,0.44774,0.47518,-0.5236,90.29,19.27,12.53,34.7,2.29,"['IV is 14.77 points below weighted HV', 'Strike IV is 0.40 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 17.9', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",19.275,19.05,19.5,454.45,3.4217185608977916,260300,1315750,76.53461089363662,0.20317605091911295,3,64.34994776309821,81.48947580907739,0.40102797960060516,bearish,25,"{'skew': 53.21, 'iv_vs_hv': 95.05, 'delta': 70.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 100.0}",25358
INDIGO,Volatility Expansion Play,4600.0,,CALL,skew,below_chain_mean,35.37705566993913,,,53.884249897270294,66.83393262409712,54.0363352940107,40.73178664145626,0.19276,3.03515,-2.31507,90.13,40.25,26.16,72.45,2.29,"['IV is 18.51 points below weighted HV', 'Delta 0.19 sits in the preferred directional range', 'Strike IV is 0.41 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 10.6', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",40.25,39.8,40.7,4193.5,9.69357338738524,145800,207300,480.5885117552552,0.8458379467194057,4,43.78982055599188,62.06828726940057,0.41220673023641924,bearish,25,"{'skew': 53.3, 'iv_vs_hv': 100.0, 'delta': 100.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 65.42}",11195
INDUSINDBK,Volatility Expansion Play,850.0,,CALL,skew,below_chain_mean,36.46105980583995,,,45.16726179835645,55.06886163897082,46.3756053944311,33.65453716297588,0.21529,0.60198,-0.47372,89.71,8.7,5.65,15.66,2.29,"['IV is 8.71 points below weighted HV', 'Delta 0.22 sits in the preferred directional range', 'Strike IV is 0.48 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 10.9', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",8.7,8.55,8.85,778.7,9.156286117888783,273000,373800,87.84297409714858,0.811675614729834,4,43.10357425704589,72.89834606324605,0.4777208621689306,bearish,25,"{'skew': 53.82, 'iv_vs_hv': 88.55, 'delta': 100.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 68.83}",5258
ULTRACEMCO,Volatility Expansion Play,11500.0,,CALL,skew,below_chain_mean,33.48742154114984,,,44.20198984974702,49.046836314561595,48.80036430232833,33.225977448157366,0.21887,8.28853,-6.04613,89.69,112.42,73.08,202.37,2.29,"['IV is 10.71 points below weighted HV', 'Delta 0.22 sits in the preferred directional range', 'Strike IV is 0.48 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 18.3', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",112.425,111.85,113.0,10620.0,8.286252354048965,28550,60450,1001.1158220668681,0.879019171011785,4,36.01938027344234,62.524431910683674,0.47614869336406224,bearish,25,"{'skew': 53.81, 'iv_vs_hv': 98.48, 'delta': 100.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 62.1}",11532
ADANIPORTS,Volatility Expansion Play,1500.0,,CALL,skew,below_chain_mean,32.9056880806976,,,45.88761123053564,51.75210827929634,43.78007827792053,42.833158118595094,0.19637,1.00838,-0.72104,89.54,12.5,8.12,22.5,2.29,"['IV is 12.98 points below weighted HV', 'Delta 0.20 sits in the preferred directional range', 'Strike IV is 0.37 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 19.5', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",12.5,12.3,12.7,1377.6,8.885017421602795,539125,689225,139.63906918658992,0.8765455163300002,4,38.73113633751346,52.95497253794474,0.3722836267520859,bearish,25,"{'skew': 52.98, 'iv_vs_hv': 100.0, 'delta': 100.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 62.35}",15083
DABUR,Volatility Expansion Play,440.0,,CALL,skew,below_chain_mean,29.510668888010144,,,31.635541840469486,36.27580996844835,33.70378487194235,24.23761633719347,0.29051,0.3779,-0.25023,89.5,5.7,3.7,10.26,2.29,"['IV is 2.12 points below weighted HV', 'Delta 0.29 sits in the preferred directional range', 'Strike IV is 0.51 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 10.4', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",5.699999999999999,5.6,5.8,417.25,5.4523666866387055,283750,348750,34.20872302059087,0.6650350551321764,4,31.326865698921676,70.0494296890936,0.5105111232721599,bearish,25,"{'skew': 54.08, 'iv_vs_hv': 63.43, 'delta': 100.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 83.5}",772
HDFCBANK,Volatility Expansion Play,770.0,,CALL,skew,below_chain_mean,30.932221885696652,,,37.52395555756636,47.98513602455821,38.60313381355557,25.623870749255552,0.42826,0.77912,-0.55541,89.49,18.57,12.07,33.44,2.29,"['IV is 6.59 points below weighted HV', 'Strike IV is 0.46 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 8.2', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",18.575,18.4,18.75,750.9,2.5436143294713043,2573450,5475800,66.39384223427358,0.2876772808629577,3,33.7848601635537,60.876509648469124,0.462452907590447,bearish,25,"{'skew': 53.7, 'iv_vs_hv': 85.13, 'delta': 70.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 100.0}",1333
AMBER,Volatility Expansion Play,6300.0,,CALL,skew,below_chain_mean,43.97593598300802,,,51.759579715107066,49.47056503703227,57.17722698098512,46.82506470534444,0.53703,6.59637,-6.52673,89.42,302.17,196.41,543.91,2.29,"['IV is 7.78 points below weighted HV', 'Strike IV is 0.60 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 17.1', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",302.17499999999995,300.9,303.45,6281.5,0.2945156411685107,24400,107600,868.4799879601496,0.021301584672609494,3,52.82905953229616,91.36027288731498,0.5973577433208493,bearish,25,"{'skew': 54.78, 'iv_vs_hv': 80.08, 'delta': 70.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 100.0}",1185
HDFCBANK,Volatility Expansion Play,760.0,,CALL,skew,below_chain_mean,31.44289904866879,,,37.52395555756636,47.98513602455821,38.60313381355557,25.623870749255552,0.49231,0.79181,-0.58293,89.2,23.23,15.1,41.81,2.29,"['IV is 6.08 points below weighted HV', 'Strike IV is 0.45 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 12.9', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",23.225,23.0,23.45,750.9,1.2118790784392093,3014550,5987300,66.39384223427358,0.13706090344779678,3,33.7848601635537,60.876509648469124,0.45456612328195156,bearish,25,"{'skew': 53.64, 'iv_vs_hv': 82.41, 'delta': 70.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 100.0}",1333
EICHERMOT,Volatility Expansion Play,7200.0,,CALL,skew,below_chain_mean,34.79048287711374,,,42.629998945897874,46.02441693293805,45.64911249942391,35.21009622082299,0.2288,5.32218,-4.02472,89.14,77.6,50.44,139.68,2.29,"['IV is 7.84 points below weighted HV', 'Delta 0.23 sits in the preferred directional range', 'Strike IV is 0.54 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 14.1', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",77.6,76.45,78.75,6649.5,8.278817956237312,33400,47800,646.6285237812257,0.8513388750327554,4,37.157141441415234,62.37107131328736,0.5409720828092752,bearish,25,"{'skew': 54.33, 'iv_vs_hv': 86.78, 'delta': 100.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 64.87}",910
HDFCBANK,Volatility Expansion Play,765.0,,CALL,skew,below_chain_mean,31.573013130825178,,,37.52395555756636,47.98513602455821,38.60313381355557,25.623870749255552,0.4612,0.78821,-0.5769,89.12,20.75,13.49,37.35,2.29,"['IV is 5.95 points below weighted HV', 'Strike IV is 0.45 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 15.3', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",20.75,20.5,21.0,750.9,1.877746703955257,743050,1245200,66.39384223427358,0.21236909215537725,3,33.7848601635537,60.876509648469124,0.45255667039102354,bearish,25,"{'skew': 53.62, 'iv_vs_hv': 81.72, 'delta': 70.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 100.0}",1333
BAJFINANCE,Volatility Expansion Play,910.0,,CALL,skew,below_chain_mean,35.97740855670243,,,47.58563170944724,58.379610348596735,48.19632774555569,35.97739168881982,0.1877,0.58874,-0.45556,89.05,7.65,4.97,13.77,2.29,"['IV is 11.61 points below weighted HV', 'Delta 0.19 sits in the preferred directional range', 'Strike IV is 0.53 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 12.5', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",7.65,7.55,7.75,826.85,10.056237527967586,186750,615000,88.85868319842682,0.9357554828302035,4,41.0628955392427,77.64323138436718,0.5340435317445178,bearish,25,"{'skew': 54.27, 'iv_vs_hv': 98.79, 'delta': 100.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 56.42}",317
HDFCBANK,Volatility Expansion Play,755.0,,CALL,skew,below_chain_mean,31.811731580727177,,,37.52395555756636,47.98513602455821,38.60313381355557,25.623870749255552,0.52408,0.79051,-0.59366,88.98,25.95,16.87,46.71,2.29,"['IV is 5.71 points below weighted HV', 'Strike IV is 0.45 std below same-side chain mean', 'IV context is below_chain_mean', 'Strike is inside the 1x expected move envelope', 'Chain IV percentile is cheap at 17.6', 'Volume is above same-side chain average', 'Liquidity is strong in both OI and volume']",25.95,25.75,26.15,750.9,0.5460114529231619,716650,1595000,66.39384223427358,0.06175271474021632,3,33.7848601635537,60.876509648469124,0.44886995584542294,bearish,25,"{'skew': 53.59, 'iv_vs_hv': 80.45, 'delta': 70.0, 'vega': 100.0, 'liquidity': 100.0, 'strike_relevance': 100.0}",1333
