timestamp,iv,close,volume,spot
2026-04-01 04:00:00,49.779873,9.0,24850,155.0
2026-04-01 04:15:00,53.301975,9.74,67450,155.27
2026-04-01 04:30:00,56.184472,9.72,39050,154.35
2026-04-01 04:45:00,51.966769,9.02,46150,154.37
2026-04-01 05:00:00,52.889252,9.45,39050,154.88
2026-04-01 05:15:00,52.2025,9.36,7100,154.93
2026-04-01 05:30:00,52.658306,9.6,21300,155.23
2026-04-01 05:45:00,53.587252,10.3,35500,156.2
2026-04-01 08:00:00,57.063428,10.56,28400,155.66
2026-04-01 08:15:00,54.200099,9.96,35500,155.45
2026-04-01 08:30:00,53.167894,10.06,7100,155.94
2026-04-01 08:45:00,53.246821,10.06,0,155.92
2026-04-01 09:00:00,55.13495,10.42,24850,156.0
2026-04-01 09:15:00,54.911337,10.46,24850,156.14
2026-04-01 09:30:00,57.062636,10.17,10650,157.18
2026-04-01 09:45:00,93.63075,16.0,14200,156.5
2026-04-02 03:45:00,65.066388,11.0,3550,152.19
2026-04-02 04:00:00,59.141038,9.9,78100,154.13
2026-04-02 04:15:00,56.890291,9.5,63900,154.08
2026-04-02 04:30:00,56.118067,9.6,10650,152.3
2026-04-02 04:45:00,50.669934,8.22,10650,151.38
2026-04-02 05:00:00,58.097272,10.5,0,151.14
2026-04-02 05:15:00,58.512215,9.45,3550,151.31
2026-04-02 05:30:00,58.407246,10.5,0,151.06
2026-04-02 05:45:00,55.100147,9.01,3550,151.53
2026-04-02 06:00:00,54.189684,9.01,0,151.81
2026-04-02 06:15:00,51.726409,9.01,0,152.55
2026-04-02 06:30:00,49.718175,9.06,3550,153.23
2026-04-02 06:45:00,53.440937,9.86,42600,153.58
2026-04-02 07:00:00,53.609489,9.6,102950,155.3
2026-04-02 07:15:00,53.621413,9.6,56800,155.3
2026-04-02 07:30:00,52.591891,9.73,21300,155.84
2026-04-02 07:45:00,51.259269,8.68,67450,156.56
2026-04-02 08:00:00,52.642934,9.0,7100,156.73
2026-04-02 08:15:00,53.24116,9.2,21300,156.92
2026-04-02 08:30:00,52.753437,8.92,173950,158.77
2026-04-02 08:45:00,54.978948,9.38,1441300,158.93
2026-04-02 09:00:00,58.168756,10.75,560900,158.25
2026-04-02 09:15:00,54.985563,9.96,791650,160.01
2026-04-02 09:30:00,54.31402,9.8,482800,159.93
2026-04-02 09:45:00,53.137958,9.5,702900,159.75
2026-04-06 03:45:00,61.665814,10.85,1441300,161.12
2026-04-06 04:00:00,59.235558,10.2,269800,162.87
2026-04-06 04:15:00,61.195489,10.89,156200,163.55
2026-04-06 04:30:00,58.911145,10.5,599950,163.51
2026-04-06 04:45:00,59.213858,10.3,71000,163.07
2026-04-06 05:00:00,60.458504,9.95,205900,164.28
2026-04-06 05:15:00,59.525318,9.85,397600,164.38
2026-04-06 05:30:00,58.496673,9.5,166850,164.04
2026-04-06 05:45:00,59.455313,9.51,78100,163.77
2026-04-06 06:00:00,58.860357,10.41,39050,163.39
2026-04-06 06:15:00,59.717967,10.55,17750,163.4
2026-04-06 06:30:00,58.567407,10.55,35500,163.73
2026-04-06 06:45:00,60.17396,9.78,95850,164.08
2026-04-06 07:00:00,60.924572,9.74,49700,163.78
2026-04-06 07:15:00,60.15788,9.73,131350,164.0
2026-04-06 07:30:00,59.77947,9.64,63900,163.95
2026-04-06 07:45:00,58.785892,10.37,156200,163.37
2026-04-06 08:00:00,57.726093,10.21,21300,163.39
2026-04-06 08:15:00,58.265511,9.32,56800,163.82
2026-04-06 08:30:00,58.103669,9.26,28400,163.76
2026-04-06 08:45:00,58.206135,9.48,234300,164.15
2026-04-06 09:00:00,59.904976,10.75,156200,163.75
2026-04-06 09:15:00,57.588865,10.3,17750,163.61
2026-04-06 09:30:00,58.803919,10.3,17750,163.27
2026-04-06 09:45:00,58.952257,10.31,53250,163.25
2026-04-07 03:45:00,61.202806,9.86,390500,164.32
2026-04-07 04:00:00,60.565492,9.65,997550,164.12
2026-04-07 04:15:00,60.927027,10.2,237850,165.04
2026-04-07 04:30:00,59.802209,10.03,330150,165.06
2026-04-07 04:45:00,59.890081,9.9,99400,164.8
2026-04-07 05:00:00,59.27206,9.93,24850,165.04
2026-04-07 05:15:00,60.681652,9.95,110050,164.67
2026-04-07 05:30:00,59.858953,9.92,56800,164.86
2026-04-07 05:45:00,59.474172,9.9,67450,164.94
2026-04-07 06:00:00,58.832886,9.72,14200,164.8
2026-04-07 06:15:00,58.661323,9.75,10650,164.91
2026-04-07 06:30:00,58.924141,9.67,71000,164.69
2026-04-07 06:45:00,58.797966,9.54,56800,164.49
