timestamp,iv,close,volume,spot
2026-03-04 03:45:00,37.791226,10.44,1447725,239.71
2026-03-04 04:00:00,37.52854,11.91,1268275,242.43
2026-03-04 04:15:00,37.441144,11.22,421950,241.28
2026-03-04 04:30:00,37.765359,9.87,506825,243.25
2026-03-04 04:45:00,37.506402,11.88,1069425,242.4
2026-03-04 05:00:00,37.593838,11.15,504400,241.1
2026-03-04 05:15:00,38.476897,10.7,472875,239.89
2026-03-04 05:30:00,38.237026,10.62,337075,239.86
2026-03-04 05:45:00,38.343373,9.98,589275,238.62
2026-03-04 06:00:00,38.403252,9.48,511675,237.63
2026-03-04 06:15:00,40.132445,12.36,259475,237.5
2026-03-04 06:30:00,39.63356,12.0,113975,237.1
2026-03-04 06:45:00,39.656836,12.12,41225,237.3
2026-03-04 07:00:00,38.308551,11.9,21825,237.5
2026-03-04 07:15:00,39.000508,9.93,155200,238.23
2026-03-04 07:30:00,38.093225,9.99,475300,238.79
2026-03-04 07:45:00,38.763859,10.18,455900,238.83
2026-03-04 08:00:00,38.067143,10.0,186725,238.83
2026-03-04 08:15:00,38.423433,10.35,140650,239.32
2026-03-04 08:30:00,37.84175,10.99,492275,240.76
2026-03-04 08:45:00,38.02357,10.8,584425,240.34
2026-03-04 09:00:00,37.742005,11.18,332225,241.15
2026-03-04 09:15:00,37.596237,10.96,584425,240.83
2026-03-04 09:30:00,37.430568,10.77,194000,240.57
2026-03-04 09:45:00,37.31765,10.7,385575,240.5
2026-03-05 03:45:00,36.745566,10.45,916650,240.6
2026-03-05 04:00:00,37.237173,9.7,936050,239.0
2026-03-05 04:15:00,36.439738,9.25,763875,238.53
2026-03-05 04:30:00,36.878311,9.29,383150,238.4
2026-03-05 04:45:00,36.841302,11.0,688700,236.91
2026-03-05 05:00:00,37.591709,11.28,138225,237.08
2026-03-05 05:15:00,37.56818,11.0,172175,236.61
2026-03-05 05:30:00,37.215053,9.98,477725,234.95
2026-03-05 05:45:00,38.247329,9.96,557750,234.45
2026-03-05 06:00:00,37.307466,10.13,356475,235.19
2026-03-05 06:15:00,37.416392,9.99,244925,234.89
2026-03-05 06:30:00,37.036446,9.9,300700,234.9
2026-03-05 06:45:00,36.572161,10.26,252200,235.76
2026-03-05 07:00:00,36.535225,10.56,528650,236.31
2026-03-05 07:15:00,36.602287,10.54,155200,236.25
2026-03-05 07:30:00,36.309565,10.33,152775,236.01
2026-03-05 07:45:00,36.753331,10.51,65475,236.14
2026-03-05 08:00:00,36.388617,10.43,92150,236.16
2026-03-05 08:15:00,36.697573,10.3,97000,235.8
2026-03-05 08:30:00,36.878116,10.23,92150,235.6
2026-03-05 08:45:00,36.978455,10.46,162475,235.97
2026-03-05 09:00:00,36.133615,8.75,1156725,237.79
2026-03-05 09:15:00,34.1852,9.55,1464700,240.22
2026-03-05 09:30:00,34.224556,9.36,972425,239.86
2026-03-05 09:45:00,34.380714,9.75,778425,240.5
2026-03-06 03:45:00,35.240444,10.39,1384675,241.53
2026-03-06 04:00:00,35.033717,9.25,722650,239.58
2026-03-06 04:15:00,35.30473,8.51,909375,238.05
2026-03-06 04:30:00,35.488589,8.63,252200,238.2
2026-03-06 04:45:00,35.670839,8.57,475300,238.0
2026-03-06 05:00:00,35.605872,8.45,312825,237.8
2026-03-06 05:15:00,35.468247,10.5,160050,236.99
2026-03-06 05:30:00,35.984793,10.75,82450,237.21
2026-03-06 05:45:00,35.845157,10.65,33950,237.1
2026-03-06 06:00:00,37.154219,10.7,92150,236.65
2026-03-06 06:15:00,37.040503,10.3,121250,236.0
2026-03-06 06:30:00,37.456442,10.09,155200,235.45
2026-03-06 06:45:00,37.520024,9.91,213400,235.1
2026-03-06 07:00:00,37.9467,9.62,521375,234.38
2026-03-06 07:15:00,38.697178,9.75,315250,234.29
2026-03-06 07:30:00,38.961598,9.71,361325,234.1
2026-03-06 07:45:00,38.496447,10.24,526225,235.29
2026-03-06 08:00:00,38.830791,10.23,310400,235.13
2026-03-06 08:15:00,38.516226,10.07,121250,234.98
2026-03-06 08:30:00,38.66892,10.17,147925,235.1
2026-03-06 08:45:00,39.127837,10.06,140650,234.7
2026-03-06 09:00:00,38.62546,9.61,225525,234.09
2026-03-06 09:15:00,38.788172,9.42,494700,233.66
2026-03-06 09:30:00,40.001406,11.37,623225,232.07
2026-03-06 09:45:00,38.594812,9.13,826925,233.2
2026-03-09 03:45:00,45.783475,11.7,666875,222.36
2026-03-09 04:00:00,44.92008,9.99,906950,224.2
2026-03-09 04:15:00,45.495658,9.88,540775,223.76
2026-03-09 04:30:00,44.87361,9.89,227950,224.04
2026-03-09 04:45:00,44.779009,9.6,320100,223.53
2026-03-09 05:00:00,44.428088,9.72,429225,223.91
2026-03-09 05:15:00,43.616533,9.78,283725,224.36
2026-03-09 05:30:00,44.770287,10.08,235225,224.46
2026-03-09 05:45:00,44.04452,10.43,164900,225.4
2026-03-09 06:00:00,44.762858,10.61,421950,225.45
2026-03-09 06:15:00,44.535844,10.63,152775,225.58
2026-03-09 06:30:00,44.199121,10.61,169750,225.68
2026-03-09 06:45:00,44.523903,11.16,123675,226.54
