timestamp,iv,close,volume,spot
2026-03-04 03:45:00,36.012569,8.61,141600,193.35
2026-03-04 04:00:00,37.00288,8.06,106200,191.99
2026-03-04 04:15:00,37.148304,8.4,477900,190.26
2026-03-04 04:30:00,35.111749,7.62,172575,191.9
2026-03-04 04:45:00,36.141248,8.36,168150,190.56
2026-03-04 05:00:00,36.204265,8.0,181425,189.89
2026-03-04 05:15:00,36.421231,7.89,362850,189.61
2026-03-04 05:30:00,36.272071,8.46,181425,190.7
2026-03-04 05:45:00,36.984882,8.49,44250,190.5
2026-03-04 06:00:00,35.580179,7.43,66375,191.38
2026-03-04 06:15:00,36.621239,7.71,79650,191.51
2026-03-04 06:30:00,36.478931,8.54,97350,190.78
2026-03-04 06:45:00,35.866688,8.66,13275,191.21
2026-03-04 07:00:00,35.442984,8.55,4425,191.17
2026-03-04 07:15:00,35.473654,7.59,30975,191.74
2026-03-04 07:30:00,34.723258,7.72,460200,192.27
2026-03-04 07:45:00,34.957766,7.75,57525,192.24
2026-03-04 08:00:00,34.219402,7.18,13275,191.46
2026-03-04 08:15:00,34.392066,7.24,115050,191.51
2026-03-04 08:30:00,33.942541,7.63,35400,192.41
2026-03-04 08:45:00,35.021984,7.25,84075,191.29
2026-03-04 09:00:00,35.588216,7.8,79650,192.11
2026-03-04 09:15:00,36.097001,7.8,48675,191.92
2026-03-04 09:30:00,36.576111,8.55,230100,190.8
2026-03-04 09:45:00,36.303152,8.55,177000,190.9
2026-03-05 03:45:00,32.66931,7.0,575250,194.28
2026-03-05 04:00:00,32.311777,7.07,177000,194.55
2026-03-05 04:15:00,31.751959,6.63,132750,193.94
2026-03-05 04:30:00,31.676178,6.75,119475,194.2
2026-03-05 04:45:00,31.460851,7.51,48675,193.33
2026-03-05 05:00:00,32.578517,7.67,22125,193.22
2026-03-05 05:15:00,32.120751,7.0,61950,192.18
2026-03-05 05:30:00,33.296121,7.3,44250,192.3
2026-03-05 05:45:00,34.030645,7.3,0,192.03
2026-03-05 06:00:00,32.349451,6.71,39825,191.56
2026-03-05 06:15:00,32.198925,7.29,296475,190.36
2026-03-05 06:30:00,31.62454,7.44,17700,190.83
2026-03-05 06:45:00,31.145463,7.58,137175,191.24
